#RunName;Rcode-VersionInfo;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;Steps;GPIPS;PhysicalTime;PartFiles;PartsOut;MaxParticles;MaxCells;Hardware;RunMode;Configuration;Nbound;Nfixed;Dp;H;PartsOutRhop;PartsOutVel;VA-Init;NL-Limits;NL-PreSort;NL-RadixSort;NL-CellBegin;NL-SortData;NL-OutCheck;CF-PreForces;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-DownData;SU-SavePart;SU-Chrono;SU-BoundCorr;SU-InOut
CaseDambreak;ua4tq3rl-DualSPHysics5 v5.0.193 (23-07-2021);08-01-2022 12:05:34;171496;273.309021;170.815414;273.402008;15492240;26474528;19854;;1.600025;161;0;171496;17710;Gpu_0?="NVIDIA GeForce GTX 1050 Ti with Max-Q Design";CellsFull - Pos-Cell - Single-Gpu - BsForcesBound=128 (48 regs) - BsForcesFluid=128 (56 regs);CaseDambreak - 3D - DBC - Verlet - (40) - CubicSpline - Visco_Artificial(0.1b1) - DDT2(0.1) - RhopOut(700-1300);43186;43186;0.008500;0.014722;0;0;0.092985;2.613017;1.084550;22.429190;2.647949;9.031049;0.208086;4.162159;219.145889;0.000000;6.644817;0.000000;0.000000;0.000000;0.000000;0.579703;1.737856;0.000000;0.000000;0.000000
