 ;PosX [m]:;0.86
 ;PosY [m]:;0.299
 ;PosZ [m]:;0
Part;Time [s];Elevation_0 [m]
0;0;0
1;0.0100862;0
2;0.0200455;0
3;0.0300511;0
4;0.0400619;0
5;0.0500495;0
6;0.0600787;0
7;0.0700816;0
8;0.0800498;0
9;0.0900166;0
10;0.100012;0
11;0.110072;0
12;0.120041;0
13;0.130008;0
14;0.140083;0
15;0.15005;0
16;0.160033;0
17;0.170073;0
18;0.180026;0
19;0.190051;0
20;0.20005;0
21;0.210003;0
22;0.220038;0
23;0.230068;0
24;0.240049;0
25;0.250017;0
26;0.260082;0
27;0.27003;0.0317414
28;0.280052;0.0357053
29;0.290033;0.0504727
30;0.300011;0.0623336
31;0.310026;0.0714815
32;0.320045;0.0800935
33;0.330016;0.0892407
34;0.340059;0.0917476
35;0.350022;0.100456
36;0.36002;0.180346
37;0.370057;0.193751
38;0.380025;0.203849
39;0.390067;0.212311
40;0.400051;0.219318
41;0.410077;0.225072
42;0.420008;0.229651
43;0.430011;0.23327
44;0.440023;0.236017
45;0.450078;0.237975
46;0.460055;0.239175
47;0.470079;0.239671
48;0.480019;0.239493
49;0.490026;0.238666
50;0.500051;0.237233
51;0.510031;0.235262
52;0.520034;0.232806
53;0.530035;0.229926
54;0.540025;0.226652
55;0.550021;0.22298
56;0.560039;0.218945
57;0.570038;0.21467
58;0.580021;0.210255
59;0.590068;0.205728
60;0.600039;0.2012
61;0.610024;0.196749
62;0.62003;0.192501
63;0.630065;0.188514
64;0.640038;0.184731
65;0.650028;0.181039
66;0.660064;0.177409
67;0.670028;0.173837
68;0.680068;0.170091
69;0.690082;0.166502
70;0.700071;0.163345
71;0.710008;0.160665
72;0.720074;0.158382
73;0.73006;0.156618
74;0.740071;0.154787
75;0.750075;0.153422
76;0.760053;0.151931
77;0.770011;0.150019
78;0.780016;0.148336
79;0.790026;0.146512
80;0.80002;0.144595
81;0.810042;0.14301
82;0.820073;0.14151
83;0.830037;0.139662
84;0.840042;0.137405
85;0.850034;0.134942
86;0.860073;0.132758
87;0.870002;0.130751
88;0.880076;0.128622
89;0.890053;0.126522
90;0.900064;0.124597
91;0.910076;0.122567
92;0.920048;0.120444
93;0.930076;0.118516
94;0.940014;0.116978
95;0.950011;0.115875
96;0.960006;0.114988
97;0.970077;0.114128
98;0.980023;0.113277
99;0.990015;0.112467
100;1.00002;0.111839
101;1.01004;0.111471
102;1.02008;0.111368
103;1.03005;0.111434
104;1.04005;0.111479
105;1.05001;0.111364
106;1.06001;0.111074
107;1.07001;0.110695
108;1.08003;0.110293
109;1.09004;0.109937
110;1.10002;0.109628
111;1.11001;0.109308
112;1.12;0.108909
113;1.13001;0.108384
114;1.14002;0.107728
115;1.15006;0.106917
116;1.16;0.105962
117;1.17;0.10484
118;1.18003;0.103589
119;1.19007;0.102301
120;1.20002;0.101071
121;1.21003;0.099933
122;1.22007;0.098919
123;1.23005;0.0980205
124;1.24004;0.097193
125;1.25005;0.0964103
126;1.26007;0.0956855
127;1.27004;0.0950496
128;1.28004;0.0944537
129;1.29001;0.0938232
130;1.30002;0.0931046
131;1.31003;0.0922887
132;1.32001;0.0913928
133;1.33002;0.0904431
134;1.34004;0.0894747
135;1.35001;0.0885253
136;1.36002;0.0876078
137;1.37008;0.0867446
138;1.38005;0.0859628
139;1.39003;0.085258
140;1.40003;0.0846274
141;1.41004;0.0840915
142;1.42006;0.0836325
143;1.43007;0.0832212
144;1.44002;0.0828353
145;1.45003;0.0824582
146;1.46006;0.0820794
147;1.47001;0.0817097
148;1.48007;0.0813443
149;1.49004;0.0809979
150;1.50003;0.0806873
151;1.51008;0.0804078
152;1.52007;0.0801511
153;1.53001;0.0799072
154;1.54001;0.0796699
155;1.55003;0.0794497
156;1.56003;0.0792624
157;1.57002;0.0791152
158;1.58002;0.0790093
159;1.59003;0.0789427
160;1.60003;0.0789092
