 ;PosX [m]:;0.754;0.754;0.754
 ;PosY [m]:;0.31;0.31;0.31
 ;PosZ [m]:;0.02;0.04;0.06
Part;Time [s];Vel.x_0;Vel.x_1;Vel.x_2
0;0;0;0;0
1;0.0100862;0;0;0
2;0.0200455;0;0;0
3;0.0300511;0;0;0
4;0.0400619;0;0;0
5;0.0500495;0;0;0
6;0.0600787;0;0;0
7;0.0700816;0;0;0
8;0.0800498;0;0;0
9;0.0900166;0;0;0
10;0.100012;0;0;0
11;0.110072;0;0;0
12;0.120041;0;0;0
13;0.130008;0;0;0
14;0.140083;0;0;0
15;0.15005;0;0;0
16;0.160033;0;0;0
17;0.170073;0;0;0
18;0.180026;0;0;0
19;0.190051;0;0;0
20;0.20005;0;0;0
21;0.210003;0;0;0
22;0.220038;0;0;0
23;0.230068;2.36644;0;0
24;0.240049;2.33025;2.38087;0
25;0.250017;2.26291;2.3234;0
26;0.260082;2.20915;2.2647;2.33082
27;0.27003;2.15265;2.23759;2.28012
28;0.280052;2.12319;2.19046;2.21636
29;0.290033;2.08118;2.15698;2.16534
30;0.300011;2.00523;2.06589;2.1068
31;0.310026;1.92292;2.00509;2.05062
32;0.320045;1.85142;1.94968;1.99168
33;0.330016;1.79491;1.89629;1.93572
34;0.340059;1.74145;1.84281;1.89006
35;0.350022;1.68983;1.81288;1.85807
36;0.36002;1.62622;1.74845;1.81313
37;0.370057;1.58174;1.6988;1.77119
38;0.380025;1.56755;1.68182;1.74385
39;0.390067;1.5276;1.64868;1.71681
40;0.400051;1.50378;1.62295;1.69125
41;0.410077;1.46558;1.59427;1.66409
42;0.420008;1.44064;1.56383;1.63624
43;0.430011;1.42084;1.53701;1.60656
44;0.440023;1.39495;1.52585;1.59594
45;0.450078;1.36482;1.49064;1.57089
46;0.460055;1.34937;1.46857;1.54711
47;0.470079;1.33392;1.46064;1.53452
48;0.480019;1.29358;1.4324;1.51513
49;0.490026;1.25869;1.40189;1.49455
50;0.500051;1.23847;1.37402;1.47395
51;0.510031;1.23926;1.36023;1.44901
52;0.520034;1.21586;1.3478;1.43325
53;0.530035;1.18115;1.32549;1.41691
54;0.540025;1.14853;1.29233;1.39642
55;0.550021;1.12576;1.26771;1.37923
56;0.560039;1.10744;1.25146;1.36054
57;0.570038;1.09215;1.23394;1.34326
58;0.580021;1.08366;1.2126;1.31987
59;0.590068;1.07828;1.19958;1.2909
60;0.600039;1.06251;1.18717;1.272
61;0.610024;1.01992;1.16487;1.25319
62;0.62003;0.988295;1.14171;1.23502
63;0.630065;0.992579;1.12834;1.22563
64;0.640038;0.976297;1.11214;1.20786
65;0.650028;0.945087;1.08552;1.18249
66;0.660064;0.926403;1.06297;1.163
67;0.670028;0.912862;1.05264;1.14529
68;0.680068;0.897873;1.036;1.13025
69;0.690082;0.879471;1.01619;1.10917
70;0.700071;0.862456;1.00458;1.08321
71;0.710008;0.840286;0.981411;1.05118
72;0.720074;0.806138;0.926698;0.990422
73;0.73006;0.781289;0.89483;0.949196
74;0.740071;0.786561;0.876898;0.903741
75;0.750075;0.770242;0.846101;0.874942
76;0.760053;0.754107;0.821553;0.84337
77;0.770011;0.743911;0.803462;0.817579
78;0.780016;0.740412;0.786721;0.794368
79;0.790026;0.728899;0.767709;0.765022
80;0.80002;0.706792;0.738777;0.733042
81;0.810042;0.691794;0.714681;0.703533
82;0.820073;0.678235;0.696485;0.679796
83;0.830037;0.666098;0.681313;0.659849
84;0.840042;0.656104;0.665159;0.640722
85;0.850034;0.646637;0.647148;0.620882
86;0.860073;0.636966;0.629101;0.601921
87;0.870002;0.623914;0.612001;0.583969
88;0.880076;0.609623;0.594908;0.56565
89;0.890053;0.598782;0.580684;0.549308
90;0.900064;0.589499;0.56934;0.536043
91;0.910076;0.578536;0.558598;0.525325
92;0.920048;0.564765;0.54558;0.513716
93;0.930076;0.550445;0.530513;0.498637
94;0.940014;0.539693;0.517224;0.483158
95;0.950011;0.530564;0.505452;0.469258
96;0.960006;0.520754;0.492983;0.455955
97;0.970077;0.510361;0.480482;0.44222
98;0.980023;0.500131;0.469034;0.427773
99;0.990015;0.489873;0.45787;0.412578
100;1.00002;0.478269;0.446966;0.39906
101;1.01004;0.467416;0.437382;0.388185
102;1.02008;0.45669;0.426476;0.378345
103;1.03005;0.446466;0.413438;0.367777
104;1.04005;0.437656;0.40103;0.356454
105;1.05001;0.430691;0.389339;0.344875
106;1.06001;0.421091;0.379088;0.333128
107;1.07001;0.409882;0.366304;0.321606
108;1.08003;0.400919;0.35658;0.3112
109;1.09004;0.390032;0.345734;0.301921
110;1.10002;0.380101;0.336007;0.293369
111;1.11001;0.370046;0.326788;0.285028
112;1.12;0.360867;0.318388;0.276839
113;1.13001;0.351701;0.310926;0.269
114;1.14002;0.344344;0.304004;0.261826
115;1.15006;0.336487;0.295442;0.25472
116;1.16;0.329792;0.287347;0.248026
117;1.17;0.324027;0.280293;0.242023
118;1.18003;0.317692;0.273573;0.236532
119;1.19007;0.31026;0.266555;0.231323
120;1.20002;0.30324;0.259429;0.226227
121;1.21003;0.296552;0.25257;0.221345
122;1.22007;0.289334;0.245855;0.216832
123;1.23005;0.281614;0.239461;0.212839
124;1.24004;0.276;0.234697;0.209705
125;1.25005;0.270473;0.230481;0.207029
126;1.26007;0.263186;0.225131;0.204141
127;1.27004;0.255863;0.219551;0.201088
128;1.28004;0.248433;0.214212;0.198337
129;1.29001;0.242179;0.209935;0.196199
130;1.30002;0.237975;0.207408;0.194744
131;1.31003;0.233747;0.204713;0.193481
132;1.32001;0.227995;0.200853;0.191932
133;1.33002;0.222537;0.197108;0.190206
134;1.34004;0.218348;0.194444;0.188738
135;1.35001;0.21434;0.19289;0.187785
136;1.36002;0.211131;0.19199;0.187084
137;1.37008;0.207538;0.190485;0.186209
138;1.38005;0.203562;0.188108;0.184941
139;1.39003;0.199958;0.185978;0.183623
140;1.40003;0.197049;0.184649;0.182593
141;1.41004;0.194317;0.1836;0.181746
142;1.42006;0.191753;0.182218;0.180737
143;1.43007;0.188664;0.180495;0.179425
144;1.44002;0.185982;0.178969;0.17804
145;1.45003;0.183496;0.177716;0.176684
146;1.46006;0.180724;0.176397;0.175328
147;1.47001;0.177978;0.175139;0.173944
148;1.48007;0.17546;0.173618;0.172198
149;1.49004;0.172542;0.171455;0.170066
150;1.50003;0.169843;0.168846;0.167721
151;1.51008;0.166974;0.166222;0.16529
152;1.52007;0.163684;0.163655;0.162723
153;1.53001;0.160025;0.160903;0.159908
154;1.54001;0.155864;0.157822;0.156823
155;1.55003;0.152453;0.154099;0.153514
156;1.56003;0.148057;0.150326;0.150063
157;1.57002;0.143569;0.146972;0.14651
158;1.58002;0.138366;0.143324;0.142692
159;1.59003;0.132204;0.138731;0.138487
160;1.60003;0.125957;0.133677;0.133989
